Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,PlSqu
Reims,Reda Khadra,1348,de GER,"MF,FW",fr Ligue 1,23,2001,0.9,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0,Reda KhadraReims
Leicester City,Bilal El Khannouss,1349,ma MAR,"MF,FW",eng Premier League,20,2004,24.2,50,30,16,29,5,17,32,53.1,15,22,4,18,6,56,10,3,Bilal El KhannoussLeicester City
Montpellier,Wahbi Khazri,1350,tn TUN,"FW,MF",fr Ligue 1,33,1991,12.4,25,18,5,16,4,8,21,38.1,13,13,1,12,5,30,7,0,Wahbi KhazriMontpellier
Union Berlin,Rani Khedira,1351,de GER,MF,de Bundesliga,30,1994,30.3,68,40,30,35,3,24,38,63.2,14,33,11,22,44,112,55,0,Rani KhediraUnion Berlin
Manchester City,Abdukodir Khusanov,1352,uz UZB,DF,eng Premier League,20,2004,5.6,5,4,4,1,0,2,3,66.7,1,5,4,1,3,8,29,1,Abdukodir KhusanovManchester City
Lens,Abdukodir Khusanov,1353,uz UZB,DF,fr Ligue 1,20,2004,10.8,15,11,9,5,1,7,11,63.6,4,17,11,6,26,41,57,0,Abdukodir KhusanovLens
Lecce,Kialonda,1354,ao ANG,DF,it Serie A,26,1997,23.8,34,12,24,10,0,12,17,70.6,5,44,28,16,32,66,132,1,KialondaLecce
Alaves,Kike,1355,es ESP,FW,es La Liga,34,1989,28.2,19,14,1,12,6,6,17,35.3,11,11,4,7,1,20,23,0,KikeAlaves
West Ham,Max Kilman,1356,eng ENG,DF,eng Premier League,27,1997,37.2,39,24,16,20,3,23,27,85.2,4,58,40,18,38,77,212,6,Max KilmanWest Ham
Bayern Munich,Joshua Kimmich,1357,de GER,MF,de Bundesliga,29,1995,31.6,47,29,11,29,7,30,50,60.0,20,23,3,20,25,72,34,3,Joshua KimmichBayern Munich
Paris S-G,Presnel Kimpembe,1358,fr FRA,DF,fr Ligue 1,28,1995,0.3,1,0,1,0,0,0,0,,0,2,2,0,0,1,1,0,Presnel KimpembeParis S-G
Fulham,Joshua King,1359,eng ENG,MF,eng Premier League,17,2007,1.4,7,5,3,4,0,0,3,0.0,3,3,0,3,1,8,1,0,Joshua KingFulham
Toulouse,Joshua King,1360,no NOR,"FW,MF",fr Ligue 1,32,1992,18.6,11,11,4,4,3,5,12,41.7,7,10,3,7,6,17,19,0,Joshua KingToulouse
Wolves,Tom King,1361,wls WAL,GK,eng Premier League,29,1995,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Tom KingWolves
Tottenham,Antonin Kinsky,1362,cz CZE,GK,eng Premier League,21,2003,6.0,3,1,3,0,0,1,1,100.0,0,0,0,0,0,3,9,1,Antonin KinskyTottenham
Reims,Cedric Kipre,1363,ci CIV,DF,fr Ligue 1,27,1996,24.3,42,30,30,11,1,29,39,74.4,10,42,27,15,32,74,162,2,Cedric KipreReims
Arsenal,Jakub Kiwior,1364,pl POL,DF,eng Premier League,24,2000,12.5,22,8,13,7,2,11,15,73.3,4,13,8,5,6,28,58,3,Jakub KiwiorArsenal
Gladbach,Tim Kleindienst,1365,de GER,FW,de Bundesliga,28,1995,30.4,30,15,6,15,9,10,35,28.6,25,45,9,36,12,42,66,1,Tim KleindienstGladbach
RB Leipzig,Lukas Klostermann,1366,de GER,DF,de Bundesliga,28,1996,20.4,27,14,18,7,2,14,24,58.3,10,31,17,14,24,51,143,3,Lukas KlostermannRB Leipzig
Bournemouth,Justin Kluivert,1367,nl NED,MF,eng Premier League,25,1999,26.0,23,11,4,11,8,4,22,18.2,18,24,0,24,14,37,24,1,Justin KluivertBournemouth
Eint Frankfurt,Ansgar Knauff,1368,de GER,"MF,DF",de Bundesliga,22,2002,17.7,41,22,18,16,7,12,26,46.2,14,23,4,19,12,53,24,0,Ansgar KnauffEint Frankfurt
Holstein Kiel,Magnus Knudsen,1369,no NOR,MF,de Bundesliga,23,2001,20.6,48,29,21,21,6,25,44,56.8,19,18,4,14,12,60,44,0,Magnus KnudsenHolstein Kiel
Dortmund,Gregor Kobel,1370,ch SUI,GK,de Bundesliga,26,1997,32.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,23,3,Gregor KobelDortmund
Eint Frankfurt,Robin Koch,1371,de GER,DF,de Bundesliga,28,1996,28.7,24,11,14,8,2,10,22,45.5,12,39,25,14,25,49,197,4,Robin KochEint Frankfurt
Lens,Herve Koffi,1372,bf BFA,GK,fr Ligue 1,27,1996,5.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,5,0,Herve KoffiLens
Venezia,Magnus Kofod Andersen,1373,dk DEN,MF,it Serie A,25,1999,7.7,13,4,3,9,1,4,10,40.0,6,7,2,5,6,19,12,0,Magnus Kofod AndersenVenezia
Werder Bremen,Derrick Kohn,1374,de GER,"DF,FW",de Bundesliga,25,1999,14.9,20,10,7,10,3,10,14,71.4,4,21,4,17,10,30,26,0,Derrick KohnWerder Bremen
Monaco,Philipp Kohn,1375,ch SUI,GK,fr Ligue 1,26,1998,19.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,11,2,Philipp KohnMonaco
Mainz 05,Dominik Kohr,1376,de GER,"DF,MF",de Bundesliga,30,1994,25.5,62,46,34,21,7,35,55,63.6,20,43,24,19,42,104,127,0,Dominik KohrMainz 05
Le Havre,Koka,1377,eg EGY,FW,fr Ligue 1,31,1993,9.5,4,1,1,3,0,0,4,0.0,4,3,0,3,4,8,6,1,KokaLe Havre
Atletico Madrid,Koke,1378,es ESP,MF,es La Liga,32,1992,21.4,46,23,18,22,6,21,43,48.8,22,24,2,22,20,66,29,2,KokeAtletico Madrid
Atalanta,Sead Kolasinac,1379,ba BIH,DF,it Serie A,31,1993,21.1,41,26,21,20,0,16,30,53.3,14,16,7,9,25,66,53,1,Sead KolasinacAtalanta
Juventus,Randal Kolo Muani,1380,fr FRA,FW,it Serie A,25,1998,12.9,11,7,3,5,3,4,5,80.0,1,8,0,8,4,15,2,0,Randal Kolo MuaniJuventus
Paris S-G,Randal Kolo Muani,1381,fr FRA,FW,fr Ligue 1,25,1998,4.0,4,4,1,1,2,0,2,0.0,2,1,0,1,0,4,5,0,Randal Kolo MuaniParis S-G
Holstein Kiel,Marco Komenda,1382,hr CRO,DF,de Bundesliga,27,1996,14.5,26,17,12,13,1,11,15,73.3,4,23,11,12,6,32,68,0,Marco KomendaHolstein Kiel
Augsburg,Mert Komur,1383,de GER,MF,de Bundesliga,19,2005,7.3,3,2,2,0,1,0,3,0.0,3,9,3,6,3,6,7,1,Mert KomurAugsburg
Liverpool,Ibrahima Konate,1384,fr FRA,DF,eng Premier League,25,1999,28.4,40,26,25,13,2,25,35,71.4,10,29,15,14,17,57,133,3,Ibrahima KonateLiverpool
Empoli,Ismael Konate,1385,ci CIV,"FW,MF",it Serie A,18,2006,1.3,4,2,4,0,0,2,3,66.7,1,3,2,1,0,4,1,0,Ismael KonateEmpoli
Marseille,Geoffrey Kondogbia,1386,cf CTA,"DF,MF",fr Ligue 1,31,1993,22.4,60,38,31,26,3,27,34,79.4,7,23,6,17,22,82,64,4,Geoffrey KondogbiaMarseille
Reims,Abdoul Kone,1387,fr FRA,DF,fr Ligue 1,19,2005,1.5,5,3,4,1,0,3,5,60.0,2,2,1,1,1,6,5,0,Abdoul KoneReims
Reims,Amadou Kone,1388,ml MLI,MF,fr Ligue 1,19,2005,14.4,49,32,32,16,1,22,35,62.9,13,18,4,14,19,68,38,2,Amadou KoneReims
Marseille,Ismael Kone,1389,ca CAN,"MF,FW",fr Ligue 1,22,2002,4.0,8,4,3,3,2,3,4,75.0,1,4,1,3,4,12,2,1,Ismael KoneMarseille
Rennes,Ismael Kone,1390,ca CAN,MF,fr Ligue 1,22,2002,5.2,9,6,4,4,1,5,7,71.4,2,9,2,7,4,13,5,0,Ismael KoneRennes
Roma,Manu Kone,1391,fr FRA,MF,it Serie A,23,2001,28.6,41,26,17,17,7,19,40,47.5,21,27,4,23,24,65,28,0,Manu KoneRoma
Aston Villa,Ezri Konsa,1392,eng ENG,DF,eng Premier League,26,1997,32.6,34,18,20,10,4,20,25,80.0,5,20,11,9,24,58,114,4,Ezri KonsaAston Villa
Juventus,Teun Koopmeiners,1393,nl NED,"MF,FW",it Serie A,26,1998,22.2,32,16,6,19,7,10,30,33.3,20,36,14,22,8,40,26,2,Teun KoopmeinersJuventus
Bochum,Kacper Koscierski,1394,de GER,DF,de Bundesliga,17,2007,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Kacper KoscierskiBochum
Atalanta,Odilon Kossounou,1395,ci CIV,DF,it Serie A,23,2001,12.5,16,11,8,6,2,6,13,46.2,7,16,6,10,13,29,25,1,Odilon KossounouAtalanta
Fiorentina,Christian Kouame,1396,ci CIV,"FW,MF",it Serie A,26,1997,6.9,13,8,4,4,5,0,3,0.0,3,3,1,2,2,15,10,0,Christian KouameFiorentina
Empoli,Christian Kouame,1397,ci CIV,"FW,MF",it Serie A,26,1997,5.6,5,4,0,3,2,2,4,50.0,2,4,2,2,0,5,4,0,Christian KouameEmpoli
Augsburg,Henri Koudossou,1398,de GER,DF,de Bundesliga,24,1999,8.3,18,10,6,11,1,11,19,57.9,8,8,2,6,15,33,37,0,Henri KoudossouAugsburg
Wolfsburg,Konstantinos Koulierakis,1399,gr GRE,DF,de Bundesliga,20,2003,27.4,40,20,25,13,2,25,40,62.5,15,34,14,20,33,73,147,2,Konstantinos KoulierakisWolfsburg
Marseille,Emmanuel Koum Mbondo,1400,fr FRA,DF,fr Ligue 1,18,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Emmanuel Koum MbondoMarseille
Barcelona,Jules Kounde,1401,fr FRA,DF,es La Liga,25,1998,28.9,63,43,29,23,11,44,66,66.7,22,35,5,30,20,83,68,2,Jules KoundeBarcelona
Montpellier,Boubakar Kouyate,1402,ml MLI,DF,fr Ligue 1,27,1997,8.4,22,17,16,6,0,11,19,57.9,8,17,11,6,12,34,54,0,Boubakar KouyateMontpellier
Manchester City,Mateo Kovacic,1403,hr CRO,MF,eng Premier League,30,1994,24.4,69,38,23,38,8,31,65,47.7,34,20,0,20,24,93,21,1,Mateo KovacicManchester City
Empoli,Viktor Kovalenko,1404,ua UKR,MF,it Serie A,28,1996,0.9,2,1,0,2,0,0,1,0.0,1,0,0,0,0,2,0,0,Viktor KovalenkoEmpoli
Leverkusen,Matej Kovar,1405,cz CZE,GK,de Bundesliga,24,2000,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matej KovarLeverkusen
Parma,Mateusz Kowalski,1406,pl POL,MF,it Serie A,19,2005,0.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Mateusz KowalskiParma
Lens,Goduine Koyalipou,1407,cf CTA,FW,fr Ligue 1,24,2000,9.8,3,2,0,3,0,1,1,100.0,0,4,0,4,1,4,8,0,Goduine KoyalipouLens
Crystal Palace,Caleb Kporha,1408,eng ENG,DF,eng Premier League,18,2006,0.1,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,1,0,Caleb KporhaCrystal Palace
Newcastle Utd,Emil Krafth,1409,se SWE,DF,eng Premier League,29,1994,3.8,4,2,2,1,1,2,3,66.7,1,5,4,1,2,6,16,0,Emil KrafthNewcastle Utd
Espanyol,Alex Kral,1410,cz CZE,MF,es La Liga,26,1998,30.2,55,37,28,24,3,16,30,53.3,14,34,14,20,28,83,51,2,Alex KralEspanyol
Hoffenheim,Andrej Kramaric,1411,hr CRO,"MF,FW",de Bundesliga,33,1991,30.7,15,8,5,8,2,6,11,54.5,5,16,3,13,7,22,11,1,Andrej KramaricHoffenheim
Heidenheim,Frans Kratzig,1412,de GER,"DF,MF",de Bundesliga,21,2003,13.5,32,18,14,12,6,12,21,57.1,9,12,1,11,17,49,15,0,Frans KratzigHeidenheim
Stuttgart,Frans Kratzig,1413,de GER,DF,de Bundesliga,21,2003,0.6,2,1,1,0,1,1,3,33.3,2,2,1,1,0,2,1,0,Frans KratzigStuttgart
Bochum,Tom Krauss,1414,de GER,MF,de Bundesliga,23,2001,12.0,35,18,20,13,2,19,38,50.0,19,26,2,24,11,46,19,1,Tom KraussBochum
Girona,Ladislav Krejci,1415,cz CZE,DF,es La Liga,25,1999,27.1,23,16,19,4,0,14,26,53.8,12,24,19,5,34,57,93,5,Ladislav KrejciGirona
Eint Frankfurt,Rasmus Kristensen,1416,dk DEN,DF,de Bundesliga,27,1997,27.9,59,33,37,17,5,40,67,59.7,27,50,13,37,20,79,97,1,Rasmus KristensenEint Frankfurt
Udinese,Thomas Kristensen,1417,dk DEN,DF,it Serie A,22,2002,19.5,31,21,16,11,4,20,32,62.5,12,18,13,5,21,52,80,2,Thomas KristensenUdinese
Lecce,Nikola Krstovic,1418,me MNE,FW,it Serie A,24,2000,34.0,18,9,4,7,7,7,16,43.8,9,12,7,5,7,25,24,0,Nikola KrstovicLecce
Freiburg,Lukas Kubler,1419,de GER,DF,de Bundesliga,31,1992,20.5,40,21,17,20,3,27,48,56.3,21,32,13,19,53,93,61,3,Lukas KublerFreiburg
Real Sociedad,Takefusa Kubo,1420,jp JPN,"MF,FW",es La Liga,23,2001,26.4,31,20,11,11,9,16,40,40.0,24,38,1,37,17,48,13,1,Takefusa KuboReal Sociedad
West Ham,Mohammed Kudus,1421,gh GHA,"FW,MF",eng Premier League,23,2000,28.8,38,23,9,18,11,10,27,37.0,17,24,1,23,4,42,8,2,Mohammed KudusWest Ham
Tottenham,Dejan Kulusevski,1422,se SWE,"MF,FW",eng Premier League,24,2000,26.5,45,23,17,13,15,19,51,37.3,32,34,5,29,13,58,10,1,Dejan KulusevskiTottenham
Lyon,Sael Kumbedi,1423,fr FRA,DF,fr Ligue 1,19,2005,10.6,28,14,11,13,4,14,20,70.0,6,11,3,8,8,36,32,1,Sael KumbediLyon
Espanyol,Marash Kumbulla,1424,al ALB,DF,es La Liga,24,2000,33.0,51,26,35,14,2,24,41,58.5,17,48,35,13,34,85,224,2,Marash KumbullaEspanyol
Bayern Munich,Jonah Kusi-Asare,1425,se SWE,FW,de Bundesliga,17,2007,0.0,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,Jonah Kusi-AsareBayern Munich
Le Havre,Daler Kuzyaev,1426,ru RUS,MF,fr Ligue 1,31,1993,6.3,13,8,7,4,2,2,9,22.2,7,7,4,3,9,22,8,0,Daler KuzyaevLe Havre
Napoli,Khvicha Kvaratskhelia,1427,ge GEO,"FW,MF",it Serie A,23,2001,13.1,15,9,4,10,1,4,15,26.7,11,13,0,13,4,19,7,0,Khvicha KvaratskheliaNapoli
Paris S-G,Khvicha Kvaratskhelia,1428,ge GEO,FW,fr Ligue 1,23,2001,10.2,19,13,4,12,3,13,23,56.5,10,7,0,7,2,21,4,0,Khvicha KvaratskheliaParis S-G
Bochum,Moritz-Broni Kwarteng,1429,gh GHA,"MF,FW",de Bundesliga,26,1998,1.9,4,3,1,1,2,1,2,50.0,1,0,0,0,0,4,1,0,Moritz-Broni KwartengBochum
Monza,Giorgos Kyriakopoulos,1430,gr GRE,DF,it Serie A,28,1996,31.6,43,26,20,18,5,30,61,49.2,31,28,10,18,23,66,79,0,Giorgos KyriakopoulosMonza
Celta Vigo,Luca de la Torre,1431,us USA,MF,es La Liga,26,1998,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Luca de la TorreCelta Vigo
Lens,Remy Labeau Lascary,1432,gp GLP,"FW,MF",fr Ligue 1,21,2003,7.1,16,10,7,6,3,5,11,45.5,6,5,0,5,1,17,7,0,Remy Labeau LascaryLens
Nice,Gaetan Laborde,1433,fr FRA,FW,fr Ligue 1,30,1994,20.3,19,13,9,8,2,9,22,40.9,13,16,4,12,6,25,20,0,Gaetan LabordeNice
Augsburg,Nediljko Labrovic,1434,hr CRO,GK,de Bundesliga,24,1999,15.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,1,Nediljko LabrovicAugsburg
Lyon,Alexandre Lacazette,1435,fr FRA,FW,fr Ligue 1,33,1991,22.8,13,6,3,7,3,5,16,31.3,11,13,3,10,8,21,7,0,Alexandre LacazetteLyon
Lille,Younes Lachaab,1436,fr FRA,"MF,FW",fr Ligue 1,19,2005,0.1,1,1,0,0,1,1,1,100.0,0,0,0,0,1,2,0,0,Younes LachaabLille
Crystal Palace,Maxence Lacroix,1437,fr FRA,DF,eng Premier League,24,2000,34.6,68,41,52,15,1,32,47,68.1,15,48,22,26,54,122,207,2,Maxence LacroixCrystal Palace
Nantes,Alban Lafont,1438,fr FRA,GK,fr Ligue 1,25,1999,12.0,1,1,1,0,0,1,1,100.0,0,2,0,2,0,1,8,1,Alban LafontNantes
Celta Vigo,Yoel Lago,1439,es ESP,DF,es La Liga,20,2004,6.5,12,8,8,3,1,7,9,77.8,2,5,4,1,4,16,30,0,Yoel LagoCelta Vigo
Bayern Munich,Konrad Laimer,1440,at AUT,DF,de Bundesliga,27,1997,18.9,49,27,19,22,8,23,48,47.9,25,24,1,23,8,57,24,1,Konrad LaimerBayern Munich
Gladbach,Stefan Lainer,1441,at AUT,DF,de Bundesliga,31,1992,8.4,22,13,16,5,1,12,14,85.7,2,12,6,6,12,34,30,0,Stefan LainerGladbach
Brest,Kenny Lala,1442,mg MAD,DF,fr Ligue 1,32,1991,29.8,66,42,36,23,7,38,57,66.7,19,25,9,16,25,91,75,2,Kenny LalaBrest
Southampton,Adam Lallana,1443,eng ENG,MF,eng Premier League,36,1988,4.0,8,5,4,4,0,2,12,16.7,10,4,1,3,5,13,5,0,Adam LallanaSouthampton
Hellas Verona,Mathis Lambourde,1444,fr FRA,"FW,MF",it Serie A,18,2006,1.0,3,1,2,1,0,1,3,33.3,2,3,0,3,0,3,1,0,Mathis LambourdeHellas Verona
Lille,Mohamed Lamine Bayo,1445,gn GUI,FW,fr Ligue 1,26,1998,3.4,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,4,0,Mohamed Lamine BayoLille
Brighton,Tariq Lamptey,1446,gh GHA,DF,eng Premier League,23,2000,9.6,17,11,8,9,0,9,25,36.0,16,15,7,8,7,24,23,1,Tariq LampteyBrighton
Tottenham,Will Lankshear,1447,eng ENG,"FW,MF",eng Premier League,19,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Will LankshearTottenham
Cagliari,Gianluca Lapadula,1448,pe PER,"FW,MF",it Serie A,34,1990,3.4,2,0,1,0,1,0,1,0.0,1,0,0,0,0,2,1,0,Gianluca LapadulaCagliari
Mallorca,Cyle Larin,1449,ca CAN,FW,es La Liga,29,1995,19.6,12,6,1,6,5,3,9,33.3,6,12,3,9,1,13,16,0,Cyle LarinMallorca
Saint-Etienne,Gautier Larsonneur,1450,fr FRA,GK,fr Ligue 1,27,1997,34.0,1,0,1,0,0,0,2,0.0,2,1,0,1,0,1,25,1,Gautier LarsonneurSaint-Etienne
Eint Frankfurt,Hugo Larsson,1451,se SWE,MF,de Bundesliga,20,2004,26.6,47,27,17,25,5,21,42,50.0,21,42,11,31,30,77,35,1,Hugo LarssonEint Frankfurt
Valladolid,Juanmi Latasa,1452,es ESP,FW,es La Liga,23,2001,15.5,4,2,1,1,2,2,6,33.3,4,4,1,3,0,4,11,1,Juanmi LatasaValladolid
Mallorca,Toni Lato,1453,es ESP,DF,es La Liga,26,1997,6.9,17,11,6,5,6,7,11,63.6,4,10,4,6,6,23,33,0,Toni LatoMallorca
Chelsea,Romeo Lavia,1454,be BEL,MF,eng Premier League,20,2004,8.9,22,13,5,13,4,10,21,47.6,11,6,0,6,16,38,10,1,Romeo LaviaChelsea
Torino,Valentino Lazaro,1455,at AUT,"DF,FW",it Serie A,28,1996,25.6,26,12,10,12,4,15,30,50.0,15,28,5,23,11,37,38,1,Valentino LazaroTorino
Hellas Verona,Darko Lazovic,1456,rs SRB,"DF,MF",it Serie A,33,1990,16.2,21,10,5,14,2,11,28,39.3,17,19,3,16,11,32,39,0,Darko LazovicHellas Verona
Lazio,Manuel Lazzari,1457,it ITA,DF,it Serie A,30,1993,15.6,26,16,13,11,2,14,24,58.3,10,9,5,4,10,36,19,0,Manuel LazzariLazio
Brest,Julien Le Cardinal,1458,fr FRA,DF,fr Ligue 1,26,1997,15.3,27,15,16,8,3,11,16,68.8,5,18,14,4,33,60,75,0,Julien Le CardinalBrest
Brest,Jeremy Le Douaron,1459,fr FRA,FW,fr Ligue 1,26,1998,1.1,1,0,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,Jeremy Le DouaronBrest
Roma,Enzo Le Fee,1460,fr FRA,MF,it Serie A,24,2000,3.5,7,4,5,2,0,2,6,33.3,4,9,3,6,5,12,2,0,Enzo Le FeeRoma
Atletico Madrid,Robin Le Normand,1461,es ESP,DF,es La Liga,27,1996,23.9,27,18,23,4,0,12,20,60.0,8,20,9,11,10,37,120,1,Robin Le NormandAtletico Madrid
Genoa,Nicola Leali,1462,it ITA,GK,it Serie A,31,1993,29.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,1,Nicola LealiGenoa
Milan,Rafael Leao,1463,pt POR,FW,it Serie A,25,1999,25.8,16,10,4,8,4,11,29,37.9,18,15,1,14,6,22,4,0,Rafael LeaoMilan
Montpellier,Benjamin Lecomte,1464,fr FRA,GK,fr Ligue 1,33,1991,30.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,18,2,Benjamin LecomteMontpellier
Brest,Pierre Lees-Melou,1465,fr FRA,MF,fr Ligue 1,31,1993,17.0,48,33,20,19,9,25,54,46.3,29,19,3,16,12,60,23,0,Pierre Lees-MelouBrest
Angers,Jordan Lefort,1466,fr FRA,DF,fr Ligue 1,30,1993,34.0,52,30,42,9,1,30,44,68.2,14,56,37,19,32,84,206,3,Jordan LefortAngers
Union Berlin,Diogo Leite,1467,pt POR,DF,de Bundesliga,25,1999,28.3,64,32,43,17,4,33,50,66.0,17,61,25,36,57,121,162,1,Diogo LeiteUnion Berlin
Mainz 05,Maxim Leitsch,1468,de GER,DF,de Bundesliga,26,1998,7.5,12,4,6,4,2,7,9,77.8,2,12,4,8,10,22,42,1,Maxim LeitschMainz 05
Rayo Vallecano,Florian Lejeune,1469,fr FRA,DF,es La Liga,33,1991,36.9,46,28,30,14,2,23,43,53.5,20,38,32,6,41,87,181,1,Florian LejeuneRayo Vallecano
Monza,Stefan Lekovic,1470,rs SRB,DF,it Serie A,20,2004,4.1,9,4,6,2,1,5,13,38.5,8,4,4,0,7,16,5,0,Stefan LekovicMonza
Athletic Club,Inigo Lekue,1471,es ESP,DF,es La Liga,31,1993,8.6,15,12,12,3,0,9,17,52.9,8,7,2,5,9,24,29,2,Inigo LekueAthletic Club
Venezia,Nunzio Lella,1472,it ITA,MF,it Serie A,24,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Nunzio LellaVenezia
Atletico Madrid,Thomas Lemar,1473,fr FRA,MF,es La Liga,28,1995,0.9,2,1,1,1,0,2,4,50.0,2,0,0,0,0,2,1,0,Thomas LemarAtletico Madrid
Strasbourg,Felix Lemarechal,1474,fr FRA,"MF,FW",fr Ligue 1,20,2003,19.8,35,24,13,17,5,14,29,48.3,15,35,4,31,14,49,19,0,Felix LemarechalStrasbourg
Wolves,Mario Lemina,1475,ga GAB,"MF,DF",eng Premier League,30,1993,15.2,51,31,27,19,5,20,29,69.0,9,12,7,5,27,78,50,3,Mario LeminaWolves
Atletico Madrid,Clement Lenglet,1476,fr FRA,DF,es La Liga,29,1995,21.9,27,17,19,8,0,11,15,73.3,4,24,18,6,22,49,104,1,Clement LengletAtletico Madrid
Fulham,Bernd Leno,1477,de GER,GK,eng Premier League,32,1992,38.0,2,2,2,0,0,2,2,100.0,0,1,0,1,0,2,11,5,Bernd LenoFulham
Auxerre,Donovan Leon,1478,gf GUF,GK,fr Ligue 1,31,1992,32.0,0,0,0,0,0,0,3,0.0,3,2,0,2,0,0,26,1,Donovan LeonAuxerre
Parma,Giovanni Leoni,1479,it ITA,DF,it Serie A,17,2006,13.3,14,6,10,4,0,5,10,50.0,5,20,11,9,15,29,63,1,Giovanni LeoniParma
Angers,Esteban Lepaul,1480,fr FRA,FW,fr Ligue 1,24,2000,18.1,11,6,2,6,3,4,16,25.0,12,15,2,13,4,15,10,0,Esteban LepaulAngers
Nantes,Johann Lepenant,1481,fr FRA,MF,fr Ligue 1,21,2002,22.8,68,33,30,27,11,32,71,45.1,39,35,3,32,18,86,25,0,Johann LepenantNantes
Crystal Palace,Jefferson Lerma,1482,co COL,"MF,DF",eng Premier League,29,1994,25.3,35,17,15,16,4,19,36,52.8,17,38,18,20,42,77,80,1,Jefferson LermaCrystal Palace
Nantes,Louis Leroux,1483,fr FRA,"MF,DF",fr Ligue 1,18,2006,9.1,25,18,10,12,3,16,22,72.7,6,22,2,20,8,33,19,1,Louis LerouxNantes
Barcelona,Robert Lewandowski,1484,pl POL,FW,es La Liga,35,1988,29.6,10,5,1,5,4,5,11,45.5,6,14,2,12,3,13,26,0,Robert LewandowskiBarcelona
Stuttgart,Jamie Leweling,1485,de GER,"MF,FW",de Bundesliga,23,2001,18.5,16,6,6,3,7,11,25,44.0,14,22,1,21,11,27,17,1,Jamie LewelingStuttgart
Manchester City,Rico Lewis,1486,eng ENG,"DF,MF",eng Premier League,19,2004,21.0,30,19,13,12,5,13,21,61.9,8,28,7,21,13,43,45,1,Rico LewisManchester City
Brentford,Keane Lewis-Potter,1487,eng ENG,"DF,FW",eng Premier League,23,2001,34.4,49,27,26,16,7,31,50,62.0,19,28,10,18,21,70,76,3,Keane Lewis-PotterBrentford
Arsenal,Myles Lewis-Skelly,1488,eng ENG,DF,eng Premier League,17,2006,15.2,22,14,10,9,3,10,11,90.9,1,4,1,3,7,29,27,0,Myles Lewis-SkellyArsenal
Como,Ben Lhassine Kone,1489,ci CIV,MF,it Serie A,24,2000,0.6,2,2,1,0,1,2,3,66.7,1,0,0,0,1,3,1,0,Ben Lhassine KoneComo
Milan,Mattia Liberali,1490,it ITA,MF,it Serie A,17,2007,0.7,2,1,0,1,1,2,2,100.0,0,0,0,0,0,2,0,0,Mattia LiberaliMilan
Freiburg,Philipp Lienhart,1491,at AUT,DF,de Bundesliga,28,1996,30.8,22,13,12,10,0,15,31,48.4,16,31,20,11,36,58,124,3,Philipp LienhartFreiburg
Manchester Utd,Matthijs de Ligt,1492,nl NED,DF,eng Premier League,24,1999,23.6,30,22,17,12,1,23,32,71.9,9,29,21,8,33,63,96,0,Matthijs de LigtManchester Utd
Wolves,Pedro Lima,1493,br BRA,DF,eng Premier League,18,2006,0.8,1,0,0,0,1,1,3,33.3,2,0,0,0,2,3,5,0,Pedro LimaWolves
Manchester Utd,Victor Lindelof,1494,se SWE,DF,eng Premier League,30,1994,7.8,7,2,5,1,1,3,4,75.0,1,6,4,2,8,15,36,2,Victor LindelofManchester Utd
Everton,Jesper Lindstrom,1495,dk DEN,FW,eng Premier League,24,2000,13.8,45,25,24,19,2,19,55,34.5,36,15,3,12,12,57,17,0,Jesper LindstromEverton
Torino,Karol Linetty,1496,pl POL,MF,it Serie A,29,1995,17.1,39,23,17,19,3,20,41,48.8,21,14,5,9,12,51,31,1,Karol LinettyTorino
Atletico Madrid,Samuel Lino,1497,br BRA,"MF,DF",es La Liga,24,1999,17.2,33,17,25,4,4,22,52,42.3,30,23,4,19,8,41,13,0,Samuel LinoAtletico Madrid
